-1	0.14	0	1	0.6243	0	1	0
1	0.82	1	0	0.1590	1	0	0
1	0.96	0	1	0.2948	1	0	0
-1	0.04	0	1	0.5968	1	0	0
1	0.86	-1	-1	0.3540	1	0	0
1	0.52	-1	-1	0.6676	0	1	0
1	0.30	-1	-1	0.2341	0	1	0
-1	0.22	0	1	0.7572	0	0	1
-1	0.26	1	0	0.4205	0	1	0
-1	0.18	0	1	0.5939	0	0	1
-1	0.24	0	1	0.4711	1	0	0
1	0.16	-1	-1	0.5159	0	0	1
1	0.70	1	0	0.1980	1	0	0
1	0.48	0	1	0.8931	0	1	0
-1	0.22	1	0	0.5997	0	0	1
-1	0.84	1	0	0.5968	0	0	1
1	0.48	-1	-1	0.9913	0	1	0
1	0.70	1	0	0.9740	0	1	0
-1	0.30	-1	-1	0.9017	0	1	0
-1	0.36	1	0	0.1214	0	1	0
-1	0.74	-1	-1	0.8772	1	0	0
1	0.30	1	0	0.9538	0	1	0
1	0.24	-1	-1	0.1676	0	0	1
1	0.72	0	1	0.0824	1	0	0
1	0.72	-1	-1	0.2341	1	0	0
-1	0.10	-1	-1	0.8772	1	0	0
1	0.46	0	1	0.3931	0	1	0
-1	0.64	1	0	0.5390	0	1	0
-1	0.14	1	0	0.7702	1	0	0
1	0.78	0	1	0.9393	0	0	1
1	0.60	0	1	0.9379	0	1	0
-1	0.24	-1	-1	0.6315	1	0	0
-1	0.06	-1	-1	0.7659	0	0	1
1	0.60	0	1	0.7832	0	1	0
1	0.32	0	1	0.6127	0	1	0
-1	0.32	-1	-1	0.1980	0	1	0
-1	0.72	-1	-1	0.9046	1	0	0
-1	0.70	1	0	0.9393	0	0	1
1	0.68	1	0	0.7514	0	0	1
1	0.20	-1	-1	0.0607	0	0	1
